timestamp_created,voted_up,written_during_early_access,votes_up
1515195163,1,1,2
1515175196,0,1,6
1515174738,0,1,6
1515164535,1,1,0
1515164165,0,1,4
1515144947,0,1,0
1515143810,0,1,0
1515143546,1,1,2
1515139327,0,1,3
1515135371,0,1,9
1515134591,0,1,3
1515126069,0,1,6
1515117433,0,1,45
1515117098,1,1,3
1515117020,0,1,5
1515115004,0,1,1
1515099807,0,1,14
1515099062,1,1,0
1515098216,0,1,7
1515091285,0,1,0
1515090170,0,1,2
1515086828,1,1,4
1515085449,1,1,9
1515083216,0,1,0
1515082470,1,1,0
1515059944,1,1,2
1515053297,0,1,0
1515046188,0,1,8
1515040798,0,1,3
1515039209,1,1,2
1515038429,1,1,1
1515028390,1,1,1
1515027052,1,1,1
1515020557,0,1,0
1515015185,0,1,1
1515015075,0,1,8
1515010594,0,1,4
1515009112,1,1,1
1515007489,0,1,6
1515005591,0,1,7
1515005571,0,1,2
1515001565,0,1,2
1514999680,0,1,16
1514999431,1,1,3
1514999287,0,1,0
1514997618,0,1,0
1514996608,0,1,1
1514995830,0,1,0
1514993780,0,1,1
1514992992,0,1,2
1514992452,0,1,4
1514992075,0,1,0
1514991080,1,1,1
1514989847,1,1,4
1514989834,0,1,0
1514989695,1,1,0
1514988471,0,1,0
1514987632,0,1,0
1514985410,0,1,0
1514983888,0,1,4
1514981949,0,1,0
1514981584,0,1,7
1514980979,0,1,52
1514979837,1,1,3
1514977783,1,1,1
1514977722,0,1,10
1514977271,0,1,0
1514976832,0,1,1
1514976063,1,1,2
1514974801,0,1,23
1514974727,0,1,0
1514974016,0,1,4
1514973018,0,1,0
1514972394,1,1,1
1514961309,0,1,0
1514960656,0,1,5
1514959584,0,1,2
1514956460,1,1,1
1514956143,0,1,6
1514955397,0,1,0
1514955296,0,1,19
1514953211,1,1,7
1514953157,0,1,3
1514952982,1,1,24
1514952850,0,1,14
1514952747,1,1,1
1514951864,0,1,4
1514951696,0,1,5
1514950103,1,1,1
1514949336,0,1,2
1514948962,0,1,7
1514948538,0,1,2
1514948013,0,1,168
1514947169,0,1,29
1514947035,0,1,0
1514947020,0,1,0
1514945122,0,1,0
1514944736,1,1,25
1514944715,0,1,13
1514944550,1,1,1
1514944121,0,1,1
1514943536,1,1,1
1514943434,1,1,1
1514942555,0,1,0
1514942161,1,1,53
1514941818,0,1,4
1514941636,0,1,4
1514941324,0,1,1
1514939593,0,1,11
1514939529,0,1,19
1514939380,0,1,65
1514939245,0,1,0
1514939202,1,1,0
1514939101,1,1,8
1514938965,1,1,26
1514938762,1,1,16
1514938354,1,1,32
1514938271,0,1,12
1514938020,0,1,3
1514937678,0,1,0
1514937668,0,1,66
1514937535,0,1,87
1514937435,0,1,1
